0,83121,amplitude,frequency (Hz)
1,-5.788990293695855,5.788990293695855,0.2652759230519363
2,-0.3575381651311786,0.3575381651311786,0.5305518461038726
3,0.1770905842940383,0.1770905842940383,0.795827769155809
4,-0.19362132038180468,0.19362132038180468,1.0611036922077453
5,-5.201212502782365,5.201212502782365,1.3263796152596816
6,-2.7135404362733935,2.7135404362733935,1.591655538311618
7,13.390410861393386,13.390410861393386,1.8569314613635544
8,5.3279503009469105,5.3279503009469105,2.1222073844154905
9,-0.030814328902487687,0.030814328902487687,2.387483307467427
10,4.531928295262878,4.531928295262878,2.6527592305193632
11,-7.856889386241238,7.856889386241238,2.9180351535713
12,2.814916435682856,2.814916435682856,3.183311076623236
13,10.513384913570281,10.513384913570281,3.448586999675172
14,7.778971275144466,7.778971275144466,3.7138629227271087
15,-3.694859545820003,3.694859545820003,3.979138845779045
16,-5.525702820494595,5.525702820494595,4.244414768830981
17,-8.806677119275616,8.806677119275616,4.509690691882918
18,-7.731572522443311,7.731572522443311,4.774966614934854
19,11.995870520378558,11.995870520378558,5.04024253798679
20,14.925115754335204,14.925115754335204,5.3055184610387265
21,-1.3951190835018334,1.3951190835018334,5.570794384090663
22,-11.205147990359967,11.205147990359967,5.8360703071426
23,2.5871251083787388,2.5871251083787388,6.101346230194536
24,15.073773545559064,15.073773545559064,6.366622153246472
25,18.16351207620376,18.16351207620376,6.631898076298408
26,-13.60815667916274,13.60815667916274,6.897173999350344
27,-84.16401431678783,84.16401431678783,7.162449922402281
28,-74.48132404458971,74.48132404458971,7.427725845454217
29,-6.892307918911876,6.892307918911876,7.693001768506154
30,5.997913862774744,5.997913862774744,7.95827769155809
31,11.129901859660272,11.129901859660272,8.223553614610026
32,-23.937995119619817,23.937995119619817,8.488829537661962
33,-36.01746292141913,36.01746292141913,8.754105460713898
34,-10.422537120865229,10.422537120865229,9.019381383765836
35,25.108281853285195,25.108281853285195,9.284657306817772
36,17.81544832568343,17.81544832568343,9.549933229869708
37,-19.516742611532486,19.516742611532486,9.815209152921645
38,-19.891271347972502,19.891271347972502,10.08048507597358
39,-9.085546032223212,9.085546032223212,10.345760999025517
40,2.958255091244229,2.958255091244229,10.611036922077453
41,9.196344775510418,9.196344775510418,10.87631284512939
42,-2.866951176402371,2.866951176402371,11.141588768181325
43,-12.124540228361496,12.124540228361496,11.406864691233263
44,-21.54920768600275,21.54920768600275,11.6721406142852
45,-14.58963564326748,14.58963564326748,11.937416537337135
46,12.862977477979664,12.862977477979664,12.202692460389072
47,27.160264652936945,27.160264652936945,12.467968383441008
48,10.179968072043716,10.179968072043716,12.733244306492944
49,0.860589993271907,0.860589993271907,12.99852022954488
50,3.421875958388105,3.421875958388105,13.263796152596816
51,24.360948452059695,24.360948452059695,13.529072075648752
52,7.811662140905126,7.811662140905126,13.794347998700689
53,11.654707451207951,11.654707451207951,14.059623921752626
54,-10.95950841685434,10.95950841685434,14.324899844804563
55,-2.34506377727918,2.34506377727918,14.590175767856499
56,-0.48761027881116686,0.48761027881116686,14.855451690908435
57,-7.67657950804223,7.67657950804223,15.120727613960371
58,6.929088604751772,6.929088604751772,15.386003537012307
59,-6.777573120701449,6.777573120701449,15.651279460064243
60,-15.744272494871542,15.744272494871542,15.91655538311618
61,-11.931470507255003,11.931470507255003,16.181831306168117
62,-12.916142709396658,12.916142709396658,16.44710722922005
63,35.01034811515919,35.01034811515919,16.71238315227199
64,-49.649889251904774,49.649889251904774,16.977659075323924
65,-10.806799550420985,10.806799550420985,17.242934998375862
66,54.67527567535294,54.67527567535294,17.508210921427796
67,37.0697532146785,37.0697532146785,17.773486844479734
68,-12.337627584471326,12.337627584471326,18.038762767531672
69,-71.76975103545244,71.76975103545244,18.304038690583607
70,-3.6056325897217922,3.6056325897217922,18.569314613635544
71,113.08511398243148,113.08511398243148,18.83459053668748
72,38.50156793988727,38.50156793988727,19.099866459739417
73,-60.71380437691439,60.71380437691439,19.36514238279135
74,-122.88268098393563,122.88268098393563,19.63041830584329
75,-13.98892063258392,13.98892063258392,19.895694228895223
76,56.41802400065167,56.41802400065167,20.16097015194716
77,164.4427665036772,164.4427665036772,20.4262460749991
78,133.90500619487727,133.90500619487727,20.691521998051034
79,-214.43650025476018,214.43650025476018,20.95679792110297
80,-156.37769598339776,156.37769598339776,21.222073844154906
81,426.31970768813784,426.31970768813784,21.487349767206844
82,342.1036675623346,342.1036675623346,21.75262569025878
83,229.4308503131847,229.4308503131847,22.017901613310716
84,-205.03493064579646,205.03493064579646,22.28317753636265
85,-161.81232970507037,161.81232970507037,22.54845345941459
86,-39.4445650505631,39.4445650505631,22.813729382466526
87,56.42768000919376,56.42768000919376,23.07900530551846
88,134.41163431871294,134.41163431871294,23.3442812285704
89,-108.76064148183723,108.76064148183723,23.609557151622333
90,-114.93845875690327,114.93845875690327,23.87483307467427
91,-116.00007487737126,116.00007487737126,24.140108997726205
92,72.87878606339402,72.87878606339402,24.405384920778143
93,122.39262442840187,122.39262442840187,24.670660843830078
94,-0.6530669291169119,0.6530669291169119,24.935936766882016
95,-116.1096283189061,116.1096283189061,25.201212689933953
96,-49.86285908532966,49.86285908532966,25.466488612985888
97,5.733928014244255,5.733928014244255,25.731764536037826
98,76.73502551484651,76.73502551484651,25.99704045908976
99,-57.15962949026189,57.15962949026189,26.262316382141698
100,-54.946040527074615,54.946040527074615,26.527592305193632
101,-76.08248896987944,76.08248896987944,26.79286822824557
102,-102.1159477036128,102.1159477036128,27.058144151297505
103,-27.42489792560693,27.42489792560693,27.323420074349443
104,34.273866695908936,34.273866695908936,27.588695997401377
105,-32.588245937222,32.588245937222,27.853971920453315
106,-39.216522856438004,39.216522856438004,28.119247843505253
107,-23.400604844941316,23.400604844941316,28.384523766557187
108,32.30749076921652,32.30749076921652,28.649799689609125
109,-10.8369540541933,10.8369540541933,28.91507561266106
110,-57.123697363892404,57.123697363892404,29.180351535712997
111,-25.33445999445789,25.33445999445789,29.445627458764932
112,-8.258621894213423,8.258621894213423,29.71090338181687
113,5.270891611591004,5.270891611591004,29.976179304868804
114,19.346160728377082,19.346160728377082,30.241455227920742
115,-46.73289768532635,46.73289768532635,30.50673115097268
116,7.741733086825591,7.741733086825591,30.772007074024614
117,-10.616383074514031,10.616383074514031,31.037282997076552
118,-3.855656461583517,3.855656461583517,31.302558920128487
119,43.16427537670378,43.16427537670378,31.567834843180425
120,-57.81166311669404,57.81166311669404,31.83311076623236
121,-100.8168997507636,100.8168997507636,32.0983866892843
122,28.917936763785104,28.917936763785104,32.363662612336235
123,59.04983731915819,59.04983731915819,32.628938535388166
124,70.67415453125852,70.67415453125852,32.8942144584401
125,-57.49151007448718,57.49151007448718,33.15949038149204
126,-73.75459267989135,73.75459267989135,33.42476630454398
127,-31.534149990223906,31.534149990223906,33.69004222759592
128,32.90967402890215,32.90967402890215,33.95531815064785
129,114.42395701601068,114.42395701601068,34.220594073699786
130,-66.55114889928767,66.55114889928767,34.485869996751724
131,-157.50789367677427,157.50789367677427,34.75114591980366
132,-36.705760649846546,36.705760649846546,35.01642184285559
133,5.117395639027883,5.117395639027883,35.28169776590753
134,108.290005033919,108.290005033919,35.54697368895947
135,16.54177633553019,16.54177633553019,35.812249612011406
136,-194.42118695039574,194.42118695039574,36.077525535063344
137,-113.55573270092364,113.55573270092364,36.342801458115275
138,65.71960485901761,65.71960485901761,36.60807738116721
139,78.17868041909963,78.17868041909963,36.87335330421915
140,-53.61607448383492,53.61607448383492,37.13862922727109
141,-58.99990507671519,58.99990507671519,37.40390515032302
142,26.992115806034043,26.992115806034043,37.66918107337496
143,-14.765825604420483,14.765825604420483,37.934456996426896
144,-22.531964960753307,22.531964960753307,38.19973291947883
145,-17.79913301228163,17.79913301228163,38.46500884253077
146,-82.95968323461963,82.95968323461963,38.7302847655827
147,26.03438077654565,26.03438077654565,38.99556068863464
148,-16.5887947136716,16.5887947136716,39.26083661168658
